id,title,author,rating,reviews_count,genre,asin,ISBN10,image_url,url,,
597,Goodnight Moon,Margaret Wise Brown,4.9,20708,"[""Children's Books"", 'Animals']",694003611,694003611,"https://images-na.ssl-images-amazon.com/images/I/51Ix49rxgtL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0694003611,,
598,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,15614,"['Christian Books & Bibles', 'Bible Study & Reference']",718039858,718039858,"https://images-na.ssl-images-amazon.com/images/I/41QTHlGfclL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0718039858,,
599,"Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again",Lysa TerKeurst,4.8,16219,"['Christian Books & Bibles', 'Christian Living']",718039874,718039874,"https://images-na.ssl-images-amazon.com/images/I/41MR-FAI7JL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0718039874,,
600,Wacky Waving Inflatable Tube Guy (RP Minis),"by Conor Riordan (Author), Gemma Correll (Illustrator)",4,33666,"['Humor & Entertainment', 'Humor']",762462876,762462876,"https://images-na.ssl-images-amazon.com/images/I/41u-Wr-UpIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0762462876,,
601,"Jesus Calling, Large Text Teal Leathersoft, with full Scriptures: Enjoying Peace in His Presence",Sarah Young,4.9,30551,"['Christian Books & Bibles', 'Christian Living']",071808554X,071808554X,"https://images-na.ssl-images-amazon.com/images/I/41NJhzs8nbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/071808554X,,
602,"The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets, Checklists, Etiquette, Calendars, and Answers to Frequently Asked Questions",Carley Roney,4.7,10236,"['Crafts, Hobbies & Home', 'Weddings']",770433367,770433367,"https://images-na.ssl-images-amazon.com/images/I/51Z-to4lurL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0770433367,,
603,Bob Ross Bobblehead: With Sound! (RP Minis),Bob Ross,4.7,15696,"['Arts & Photography', 'History & Criticism']",762490411,762490411,"https://images-na.ssl-images-amazon.com/images/I/51JTV6SIJ6L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0762490411,,
604,Everyday Tarot Mini Tarot Deck (RP Minis),Brigit Esselmont,4.8,10863,"['Religion & Spirituality', 'New Age & Spirituality']",762492791,762492791,"https://images-na.ssl-images-amazon.com/images/I/514+Y2Qm2hL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0762492791,,
605,"The Henna Artist: A Novel (The Jaipur Trilogy, 1)",Alka Joshi,4.5,14789,"['Literature & Fiction', 'Genre Fiction']",778309452,778309452,"https://images-na.ssl-images-amazon.com/images/I/51e7GNri19L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0778309452,,
606,The Lost Apothecary: A Novel,Sarah Penner,4.3,18405,"['Literature & Fiction', 'Genre Fiction']",778311015,778311015,"https://images-na.ssl-images-amazon.com/images/I/51T-t1Hb-WL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0778311015,,
607,"The Henna Artist: A Novel (The Jaipur Trilogy, 1)",Alka Joshi,4.5,14789,"['Literature & Fiction', 'Genre Fiction']",778331474,778331474,"https://images-na.ssl-images-amazon.com/images/I/51dhc764ntL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0778331474,,
608,"Virgin River (A Virgin River Novel, 1)",Robyn Carr,4.6,11102,"['Literature & Fiction', 'Dramas & Plays']",778360016,778360016,"https://images-na.ssl-images-amazon.com/images/I/51VL5jF8EdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0778360016,,
609,Fetch-22: From the Creator of Captain Underpants (Dog Man 8),Dav Pilkey,4.9,24755,"[""Children's Books"", 'Animals']",702306878,702306878,"https://images-na.ssl-images-amazon.com/images/I/51AqAI-VB5L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0702306878,,
610,Ball Complete Book of Home Preserving,Judi KingryLauren Devine,4.8,11850,"['Cookbooks, Food & Wine', 'Canning & Preserving']",778801314,778801314,"https://images-na.ssl-images-amazon.com/images/I/51yaW1+4OzL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0778801314,,
611,Ball Complete Book of Home Preserving: 400 Delicious and Creative Recipes for Today,Judi KingryLauren Devine,4.8,11850,"['Cookbooks, Food & Wine', 'Canning & Preserving']",077880139X,077880139X,"https://images-na.ssl-images-amazon.com/images/I/51TgtNLVwfL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/077880139X,,
612,Ball Complete Book of Home Preserving: 400 Delicious and Creative Recipes for Today,Judi KingryLauren Devine,4.8,11850,"['Cookbooks, Food & Wine', 'Canning & Preserving']",778805107,778805107,"https://images-na.ssl-images-amazon.com/images/I/51G5c2TxREL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0778805107,,
613,WHERE'S SPOT? ORIGINAL LIFT THE FLAP,by HILL ERIC (Author),4.8,23322,"[""Children's Books"", 'Activities, Crafts & Games']",072326340X,072326340X,"https://images-na.ssl-images-amazon.com/images/I/51FrIFmJdLL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/072326340X,,
614,The Glass Castle: A Memoir,Jeannette Walls,4.6,16213,"['Biographies & Memoirs', 'Arts & Literature']",074324754X,074324754X,"https://images-na.ssl-images-amazon.com/images/I/31CkZk0lyJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/074324754X,,
615,The Name of the Wind,Patrick Rothfuss,,21138,"['Science Fiction & Fantasy', 'Fantasy']",756404746,756404746,"https://images-na.ssl-images-amazon.com/images/I/51JThzjy3gL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0756404746,,
616,The Wise Man's Fear (Kingkiller Chronicle),Patrick Rothfuss,,16350,"['Literature & Fiction', 'Action & Adventure']",756407915,756407915,"https://images-na.ssl-images-amazon.com/images/I/51-ckcKhlAL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0756407915,,
617,The Coldest Winter Ever: A Novel,Sister Souljah,4.9,15405,"['Literature & Fiction', 'United States']",074327010X,074327010X,"https://images-na.ssl-images-amazon.com/images/I/41Ww1AGGVeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/074327010X,,
618,Brain Quest Workbook: Grade 3,by Janet A. Meyer (Author),4.8,10816,"[""Children's Books"", 'Education & Reference']",761149163,761149163,"https://images-na.ssl-images-amazon.com/images/I/51xjYpCFd7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0761149163,,
619,"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)",Brandon Sanderson,4.8,20154,"['Science Fiction & Fantasy', 'Fantasy']",765326353,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51oWmp2GUQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765326353,,
620,"Words of Radiance (The Stormlight Archive, Book 2) (The Stormlight Archive, 2)",Brandon Sanderson,4.9,18070,"['Literature & Fiction', 'Action & Adventure']",765326361,765326361,"https://images-na.ssl-images-amazon.com/images/I/51hY0sdJnGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765326361,,
621,"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,4.8,15704,"['Literature & Fiction', 'Action & Adventure']",076532637X,076532637X,"https://images-na.ssl-images-amazon.com/images/I/51G3r2QSvoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/076532637X,,
622,"Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)",Brandon Sanderson,4.8,27982,"['Literature & Fiction', 'Action & Adventure']",765326388,765326388,"https://images-na.ssl-images-amazon.com/images/I/51cmca1DNWL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0765326388,,
623,"One Second After (A John Matherson Novel, 1)",William R. Forstchen,4.6,13306,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",765356864,765356864,"https://images-na.ssl-images-amazon.com/images/I/41SAa0equxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765356864,,
624,The Way of Kings,Brandon Sanderson,4.8,20154,"['Literature & Fiction', 'Action & Adventure']",765365278,765365278,"https://images-na.ssl-images-amazon.com/images/I/51ttJEFwlNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765365278,,
625,"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,4.9,18070,"['Literature & Fiction', 'Action & Adventure']",765365286,765365286,"https://images-na.ssl-images-amazon.com/images/I/51UJIGfdFFL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0765365286,,
626,"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)",Brandon Sanderson,4.8,15704,"['Literature & Fiction', 'Action & Adventure']",765365294,76536529,"https://images-na.ssl-images-amazon.com/images/I/515LLJbf1hL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765365294,,
627,"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)",Brandon Sanderson,4.8,20154,"['Literature & Fiction', 'Action & Adventure']",765376679,765376679,"https://images-na.ssl-images-amazon.com/images/I/51h3KdPmE7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765376679,,
628,"The Three-Body Problem (The Three-Body Problem Series, 1)",Cixin Liu,4.3,10996,"['Literature & Fiction', 'World Literature']",765377063,765377063,"https://images-na.ssl-images-amazon.com/images/I/51c6PKzjPLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765377063,,
629,"Ender's Game (The Ender Saga, 1)",Orson Scott Card,4.6,15984,"['Teen & Young Adult', 'Science Fiction & Fantasy']",765378485,765378485,"https://images-na.ssl-images-amazon.com/images/I/51GDD9ny2qL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765378485,,
630,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,41331,"['Health, Fitness & Dieting', 'Psychology & Counseling']",735211299,735211299,"https://images-na.ssl-images-amazon.com/images/I/51j8IiHZUtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735211299,,
631,The Three-Body Problem,Cixin Liu,4.3,10996,"['Literature & Fiction', 'World Literature']",765382032,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51hshl7LRTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765382032,,
632,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan HolidayStephen Hanselman,4.8,17197,"['Business & Money', 'Business Culture']",735211736,735211736,"https://images-na.ssl-images-amazon.com/images/I/41QOsSsYHML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735211736,,
633,The Invisible Life of Addie LaRue,V. E. Schwab,4.5,40949,"['Literature & Fiction', 'Action & Adventure']",765387565,765387565,"https://images-na.ssl-images-amazon.com/images/I/51FVPBt51ZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765387565,,
634,Breath: The New Science of a Lost Art,James Nestor,4.7,14703,"['Science & Math', 'Biological Sciences']",735213615,735213615,"https://images-na.ssl-images-amazon.com/images/I/413cAh3xCfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735213615,,
635,"Ender's Game (The Ender Saga, 1)",Orson Scott Card,4.6,15984,"['Science Fiction & Fantasy', 'Science Fiction']",765394863,765394863,"https://images-na.ssl-images-amazon.com/images/I/51Goqx0YvaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765394863,,
636,"All Systems Red: The Murderbot Diaries (The Murderbot Diaries, 1)",Martha Wells,4.5,11614,"['Science Fiction & Fantasy', 'Science Fiction']",765397536,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/41dlXkDZjXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0765397536,,
637,Deacon King Kong: A Novel,James McBride,4.5,12777,"['Literature & Fiction', 'United States']",073521672X,073521672X,"https://images-na.ssl-images-amazon.com/images/I/51Qi4HmgwLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/073521672X,,
638,What to Expect When You're Expecting,Heidi Murkoff,4.8,25304,"['Health, Fitness & Dieting', ""Women's Health""]",761187480,761187480,"https://images-na.ssl-images-amazon.com/images/I/51Vw6EJ0NyL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0761187480,,
639,Deacon King Kong: A Novel,James McBride,4.5,12777,"['Literature & Fiction', 'United States']",735216738,735216738,"https://images-na.ssl-images-amazon.com/images/I/51+DqaUxAGL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0735216738,,
640,What to Expect When You're Expecting (What to Expect (Workman Publishing)),Heidi Murkoff,4.8,25304,"['Health, Fitness & Dieting', ""Women's Health""]",761189246,761189246,"https://images-na.ssl-images-amazon.com/images/I/51QNv9I1UmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0761189246,,
641,Where the Crawdads Sing,Delia Owens,4.8,196572,"['Literature & Fiction', 'Genre Fiction']",735219095,735219095,"https://images-na.ssl-images-amazon.com/images/I/51gH2xzBM2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735219095,,
642,Where the Crawdads Sing,Delia Owens,4.8,196572,"['Literature & Fiction', 'Genre Fiction']",735219109,735219109,"https://images-na.ssl-images-amazon.com/images/I/513gc-hGy3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735219109,,
643,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,18618,"[""Children's Books"", 'Arts, Music & Photography']",761189602,761189602,"https://images-na.ssl-images-amazon.com/images/I/51xfUm50T8L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0761189602,,
644,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,4.5,49889,"['Literature & Fiction', 'Genre Fiction']",735220689,735220689,"https://images-na.ssl-images-amazon.com/images/I/512cLuxc5mL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0735220689,,
645,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,4.5,49889,"['Literature & Fiction', ""Women's Fiction""]",735220697,735220697,"https://images-na.ssl-images-amazon.com/images/I/51meTQ+nUJL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0735220697,,
646,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,16371,"[""Children's Books"", 'Arts, Music & Photography']",761193642,761193642,"https://images-na.ssl-images-amazon.com/images/I/51iU+NgrzvL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0761193642,,
647,The Couple Next Door: A Novel,Shari Lapena,4.3,24002,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",735221103,735221103,"https://images-na.ssl-images-amazon.com/images/I/41nWfvrBYQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735221103,,
648,The Lincoln Highway: A Novel,Amor Towles,4.5,14056,"['Literature & Fiction', 'Genre Fiction']",735222355,735222355,"https://images-na.ssl-images-amazon.com/images/I/51iLL4XTEjL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0735222355,,
649,Little Fires Everywhere,Celeste Ng,4.5,51944,"['Literature & Fiction', 'Genre Fiction']",735224293,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51XWy95kQjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735224293,,
650,Little Fires Everywhere: A Novel,Celeste Ng,4.5,51944,"['Literature & Fiction', 'Genre Fiction']",735224315,735224315,"https://images-na.ssl-images-amazon.com/images/I/51KTHTD6K6L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0735224315,,
651,The Searcher: A Novel,Tana French,4.3,22178,"['Mystery, Thriller & Suspense', 'Mystery']",073522465X,073522465X,"https://images-na.ssl-images-amazon.com/images/I/41BGbFVQkcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/073522465X,,
652,The Searcher: A Novel,Tana French,4.3,22178,"['Mystery, Thriller & Suspense', 'Mystery']",735224676,735224676,"https://images-na.ssl-images-amazon.com/images/I/41g-vMcRzlL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0735224676,,
653,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,4.6,10880,"['Biographies & Memoirs', 'Historical']",073522529X,073522529X,"https://images-na.ssl-images-amazon.com/images/I/51TjEOGr-vL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/073522529X,,
654,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,4.6,10880,"['Biographies & Memoirs', 'Historical']",735225311,735225311,"https://images-na.ssl-images-amazon.com/images/I/51DV30VOdxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0735225311,,
655,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson, 20th Anniversary Edition",Mitch Albom,4.8,14255,"['Self-Help', 'Death & Grief']",076790592X,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51R8ksnd5CL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/076790592X,,
656,"As a Man Thinketh (Volume 1) (Classic Thoughts and Thinkers, 1)",James Allen,4.7,14252,"['Religion & Spirituality', 'New Age & Spirituality']",078583351X,078583351X,"https://images-na.ssl-images-amazon.com/images/I/41lhzUzztRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/078583351X,,
657,Think and Grow Rich,Napoleon Hill,4.7,57412,"['Business & Money', 'Business Culture']",785833528,785833528,"https://images-na.ssl-images-amazon.com/images/I/51C33aaHq5L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0785833528,,
658,"The Lightning Thief (Percy Jackson and the Olympians, Book 1)",Rick Riordan,4.7,20296,"[""Children's Books"", 'Fairy Tales, Folk Tales & Myths']",786838655,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51BfYSYSfxL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0786838655,,
659,"The Lightning Thief (Percy Jackson and the Olympians, Book 1)",Rick Riordan,4.7,20296,"[""Children's Books"", 'Fairy Tales, Folk Tales & Myths']",786856297,786856297,"https://images-na.ssl-images-amazon.com/images/I/51MKUTf+jHL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0786856297,,
660,"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)",Rick Riordan,4.8,10827,"[""Children's Books"", 'Fairy Tales, Folk Tales & Myths']",786856866,545271908,"https://images-na.ssl-images-amazon.com/images/I/51ypJ4O9wtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0786856866,,
661,"Carson Dellosa Alphabet Flash Cards—Double-Sided, Uppercase and Lowercase Letter and Sound Recognition With Illustrations, Early Reading Comprehension Practice Set (54 pc)",by Brighter Child (Compiler),4.8,15212,"[""Children's Books"", 'Early Learning']",769646794,769646794,"https://images-na.ssl-images-amazon.com/images/I/51oIMz-76TL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0769646794,,
662,"Carson Dellosa Colors and Shapes Flash Cards—Double-Sided, Essential Shapes, Basic Colors, Names With Illustrations, Early Math and Reading Comprehension Practice Set (54 pc)",by Brighter Child (Compiler),4.7,27689,"[""Children's Books"", 'Early Learning']",769646891,769646891,"https://images-na.ssl-images-amazon.com/images/I/51DStEaD4pL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0769646891,,
663,"Carson Dellosa First Words Flash Cards—Double-Sided, Common Words With Illustrations, Basic Animals, Food, Objects, Phonics and Reading Readiness Practice Set (54 pc)",by Brighter Child (Compiler),4.8,40384,"[""Children's Books"", 'Early Learning']",769647197,769647197,"https://images-na.ssl-images-amazon.com/images/I/51iegaHiqjL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0769647197,,
664,Dungeons & Dragons Starter Set,Wizards RPG Team,4.7,15418,"['Humor & Entertainment', 'Puzzles & Games']",786965592,786965592,"https://images-na.ssl-images-amazon.com/images/I/51B9+i6SSxL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0786965592,,
665,Player's Handbook (Dungeons & Dragons),Wizards of the Coast,4.9,37782,"['Humor & Entertainment', 'Puzzles & Games', 'Reference']",786965606,78696560,https://images-na.ssl-images-amazon.com/images/I/81pViXqeVLL.__AC_SX342_SY445_QL70_FMwebp_.jpg,https://www.amazon.com/dp/0786965606,,
666,"Dungeons & Dragons Monster Manual (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,4.9,20764,"['Humor & Entertainment', 'Puzzles & Games']",786965614,786966750,"https://images-na.ssl-images-amazon.com/images/I/51vp1TaDO0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0786965614,,
667,"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,4.9,21769,"['Humor & Entertainment', 'Puzzles & Games']",786965622,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/513Zt6L7MfL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0786965622,,
668,Volo's Guide to Monsters (Dungeons & Dragons),Wizards RPG Team,4.9,11531,"['Humor & Entertainment', 'Puzzles & Games']",786966017,786966017,"https://images-na.ssl-images-amazon.com/images/I/5114v+pI9gL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0786966017,,
669,Xanathar's Guide to Everything (Dungeons & Dragons),Wizards RPG Team,4.9,18906,"['Literature & Fiction', 'Action & Adventure']",786966114,78696611,"https://images-na.ssl-images-amazon.com/images/I/61ELLOaoSZL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0786966114,,
670,"Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen)",Wizards RPG Team,4.9,11246,"['Literature & Fiction', 'Action & Adventure']",786966629,786966629,"https://images-na.ssl-images-amazon.com/images/I/51c47I+qyAL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0786966629,,
671,Dungeons & Dragons Essentials Kit (D&D Boxed Set),by Wizards RPG Team (Author),4.8,13374,"['Literature & Fiction', 'Action & Adventure']",786966831,786966831,"https://images-na.ssl-images-amazon.com/images/I/51MopR7HpUL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0786966831,,
672,Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons),Wizards RPG Team,4.8,17556,"['Science Fiction & Fantasy', 'Fantasy']",786967021,786967021,"https://images-na.ssl-images-amazon.com/images/I/51bFYSz-6hL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0786967021,,
673,"Brown Bear, Brown Bear, What Do You See?","by Bill Martin Jr. (Author), Eric Carle (Author)",4.9,36073,"[""Children's Books"", 'Early Learning']",805017445,805017445,"https://images-na.ssl-images-amazon.com/images/I/51uJSuGllVL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805017445,,
674,"Brown Bear, Brown Bear, What Do You See?","by Bill Martin Jr. (Author), Eric Carle (Author)",4.9,36073,"[""Children's Books"", 'Early Learning']",805047905,805047905,"https://images-na.ssl-images-amazon.com/images/I/51430n+9jlL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0805047905,,
675,"Brown Bear, Brown Bear, What Do You See? My First Reader","by Bill Martin Jr. (Author), Eric Carle (Illustrator)",4.9,36073,"[""Children's Books"", 'Literature & Fiction']",805092447,805092447,"https://images-na.ssl-images-amazon.com/images/I/51vHqhsoq2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805092447,,
676,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,4.7,10497,"['Biographies & Memoirs', 'Leaders & Notable People']",805093079,805093079,"https://images-na.ssl-images-amazon.com/images/I/412MgooZ2YL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805093079,,
677,"Shadow and Bone (The Shadow and Bone Trilogy, 1)",Leigh Bardugo,4.5,21976,"['Teen & Young Adult', 'Science Fiction & Fantasy']",805094598,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51HJq8jAAnS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805094598,,
678,"Siege and Storm (The Shadow and Bone Trilogy, 2)",Leigh Bardugo,4.5,15703,"['Teen & Young Adult', 'Science Fiction & Fantasy']",805094601,805094601,"https://images-na.ssl-images-amazon.com/images/I/51ugx0pEm9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805094601,,
679,"Ruin and Rising (The Shadow and Bone Trilogy, 3)",Leigh Bardugo,4.6,14762,"['Teen & Young Adult', 'Science Fiction & Fantasy']",080509461X,080509461X,"https://images-na.ssl-images-amazon.com/images/I/51B5F56VSCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/080509461X,,
680,Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,16305,"['Medical Books', 'Administration & Medicine Economics']",805095152,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/411WClfEbyL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0805095152,,
681,"The Mirror & the Light: A Novel (Wolf Hall Trilogy, 3)",Hilary Mantel,4.5,10740,"['Literature & Fiction', 'Genre Fiction']",805096604,805096604,"https://images-na.ssl-images-amazon.com/images/I/51ruXud0wVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805096604,,
682,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'ReillyMartin Dugard,4.5,12684,"['History', 'World']",805098542,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/41mAW64YCcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0805098542,,
