id,title,author,rating,reviews_count,genre,asin,ISBN10,image_url,url,,
919,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,36460,"[""Children's Books"", 'Literature & Fiction']",1419748688,1419748688,"https://images-na.ssl-images-amazon.com/images/I/51w7+vxmHhL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1419748688,,
920,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,11194,"[""Children's Books"", 'Science, Nature & How It Works']",1426320965,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51T2K01me+L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1426320965,,
921,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,11194,"[""Children's Books"", 'Science, Nature & How It Works']",1426320973,1426320973,"https://images-na.ssl-images-amazon.com/images/I/51T2K01me+L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1426320973,,
922,Dune: Book One in the Dune Chronicles,Frank Herbert,4.7,43289,"['Science Fiction & Fantasy', 'Science Fiction']",1427201439,1427201439,"https://images-na.ssl-images-amazon.com/images/I/41dQu5Rv3bL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1427201439,,
923,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger M.D. FACLMGene Stone,4.7,18231,"['Crafts, Hobbies & Home', 'Home Improvement & Design']",142726810X,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/41Nk72ykzQL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/142726810X,,
924,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,12011,"['New, Used & Rental Textbooks', 'Social Sciences']",1433805618,1433950618,,https://www.amazon.com/dp/1433805618,,
925,Publication Manual of the American Psychological Association®,American Psychological Association,4.5,12011,"['New, Used & Rental Textbooks', 'Social Sciences']",1433805626,1433805626,,https://www.amazon.com/dp/1433805626,,
926,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)",American Psychological Association,4.8,23510,"['Health, Fitness & Dieting', 'Psychology & Counseling']",1433832151,1433832151,,https://www.amazon.com/dp/1433832151,,
927,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,23510,"['Health, Fitness & Dieting', 'Psychology & Counseling']",143383216X,143383216X,,https://www.amazon.com/dp/143383216X,,
928,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)",American Psychological Association,4.8,23510,"['Health, Fitness & Dieting', 'Psychology & Counseling']",1433832178,1433832178,,https://www.amazon.com/dp/1433832178,,
929,"KJV Holy Bible, Standard Size, Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Burgundy",by Christian Art Publishers (Publisher),4.8,10936,"['Christian Books & Bibles', 'Bibles']",1432102400,1432102400,"https://images-na.ssl-images-amazon.com/images/I/51nEiPBW6TL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1432102400,,
930,"KJV Holy Bible, Giant Print Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Dark Brown",by Christian Art Publishers (Author),4.8,14461,"['Christian Books & Bibles', 'Bibles']",1432117971,1432117971,"https://images-na.ssl-images-amazon.com/images/I/51FR95PwJVL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1432117971,,
931,"KJV Holy Bible, Large Print Compact, Saddle Tan Faux Leather w/Ribbon Marker, Red Letter, King James Version",by Christian Art Publishers (Author),4.7,11435,"['Christian Books & Bibles', 'Bibles']",1432119575,1432119575,"https://images-na.ssl-images-amazon.com/images/I/41UbjgRN+3L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1432119575,,
932,"KJV Holy Bible, Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Medium Brown",by Christian Art Publishers (Author),4.8,10936,"['Christian Books & Bibles', 'Bibles']",1432132652,1432132652,"https://images-na.ssl-images-amazon.com/images/I/51Hyxc4aT2L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1432132652,,
933,A Long Walk to Water,Linda Sue Park,4.8,13442,"[""Children's Books"", 'Growing Up & Facts of Life']",1432875922,1432875922,"https://images-na.ssl-images-amazon.com/images/I/414YewCWJJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1432875922,,
934,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,4.7,25249,"[""Children's Books"", 'Arts, Music & Photography']",1440503257,1440503257,"https://images-na.ssl-images-amazon.com/images/I/51OkNCHR15L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1440503257,,
935,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,Dave Canterbury,4.7,17995,"['Reference', 'Encyclopedias & Subject Guides']",1440579776,1440579776,"https://images-na.ssl-images-amazon.com/images/I/41VrR-PJZQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1440579776,,
936,Uzumaki (3-in-1 Deluxe Edition) (Junji Ito),by Junji Ito (Author),4.9,12141,"['Comics & Graphic Novels', 'Manga']",1421561328,1421561328,"https://images-na.ssl-images-amazon.com/images/I/51Ef1f4UnqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1421561328,,
937,"My Hero Academia, Vol. 1 (1)",Kohei HorikoshiCaleb D. Cook,4.8,10756,"['Teen & Young Adult', 'Literature & Fiction']",1421582694,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51FAgOL-1bL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1421582694,,
938,The Communist Manifesto,Karl MarxFriedrich Engels,4.3,10614,"['New, Used & Rental Textbooks', 'Social Sciences']",1438241569,1438241569,,https://www.amazon.com/dp/1438241569,,
939,The Power of Your Subconscious Mind,Joseph Murphy,4.6,37284,"['Health, Fitness & Dieting', 'Psychology & Counseling']",1441412840,1441412840,"https://images-na.ssl-images-amazon.com/images/I/511be9Wr9vL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1441412840,,
940,Still Alice,Lisa Genova,4.7,10098,"['Literature & Fiction', 'Genre Fiction']",1439102813,1439102813,"https://images-na.ssl-images-amazon.com/images/I/41IvC1NUwTL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1439102813,,
941,The Glass Castle: A Memoir (Scribner Classics),Jeannette Walls,4.6,16213,"['Biographies & Memoirs', 'Arts & Literature']",1439156964,1439156964,"https://images-na.ssl-images-amazon.com/images/I/41vI1BF2TtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1439156964,,
942,How to Win Friends and Influence People,Dale Carnegie,4.7,52216,"['Self-Help', 'Relationships']",1439167346,1439167346,"https://images-na.ssl-images-amazon.com/images/I/516c0M+4C+L._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1439167346,,
943,I Am Pilgrim: A Thriller,Terry Hayes,4.6,18995,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1439177732,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51yCnFA1iqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1439177732,,
944,On Writing: A Memoir of the Craft,Stephen King,4.8,10656,"['Reference', 'Writing, Research & Publishing Guides']",1439193630,1439193630,"https://images-na.ssl-images-amazon.com/images/I/41W6YBzk--L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1439193630,,
945,Chicka Chicka Boom Boom (Board Book),John Archambault,4.9,28340,"[""Children's Books"", 'Literature & Fiction']",1442450703,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51wfzW0QnXL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1442450703,,
946,The 5 AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,4.6,14620,"['Business & Money', 'Management & Leadership']",1443456624,1443456624,"https://images-na.ssl-images-amazon.com/images/I/41XTBJ+t7fL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1443456624,,
947,The 5 AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,4.6,14620,"['Business & Money', 'Management & Leadership']",1443460710,1443460710,"https://images-na.ssl-images-amazon.com/images/I/41PfrH8qb3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1443460710,,
948,Milk and Honey,Rupi Kaur,4.7,37615,"['Literature & Fiction', 'Poetry']",144947425X,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/31fMO0kRuaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/144947425X,,
949,Disney Dreams Collection Thomas Kinkade Studios Coloring Book,Thomas Kinkade,4.7,24370,"['Crafts, Hobbies & Home', 'Crafts & Hobbies']",1449483186,1449483186,"https://images-na.ssl-images-amazon.com/images/I/61MBc2ePDvL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449483186,,
950,The Sun and Her Flowers,Rupi Kaur,4.8,13703,"['Literature & Fiction', 'Poetry']",1449486797,1449486797,"https://images-na.ssl-images-amazon.com/images/I/412HlyX42zL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449486797,,
951,Home Body,Rupi Kaur,4.8,12921,"['Literature & Fiction', 'Poetry']",1449486800,1449486800,"https://images-na.ssl-images-amazon.com/images/I/411td83IBxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449486800,,
952,Trapped in a Video Game (Volume 1),Dustin Brady,4.7,10112,"[""Children's Books"", 'Growing Up & Facts of Life']",1449494862,1449494862,"https://images-na.ssl-images-amazon.com/images/I/51aRE9KMtZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449494862,,
953,The Sun and Her Flowers,Rupi Kaur,4.8,13703,"['Literature & Fiction', 'Poetry']",1449495761,1449495761,"https://images-na.ssl-images-amazon.com/images/I/41Nl2ZepF6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449495761,,
954,Trapped in a Video Game (Volume 1),Dustin Brady,4.7,10112,"[""Children's Books"", 'Growing Up & Facts of Life']",1449496083,1449496083,"https://images-na.ssl-images-amazon.com/images/I/51JenDEVWVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449496083,,
955,Milk and Honey,Rupi Kaur,4.7,37615,"['Literature & Fiction', 'Poetry']",1449496369,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/21hMGJvngCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1449496369,,
956,"World of Eric Carle, Around the Farm Animal 30-Button Sound Book - Great for First Words - PI Kids","by Editors of Publications International (Editor), Eric Carle (Illustrator)",4.8,13723,"[""Children's Books"", 'Activities, Crafts & Games']",1450805752,1450805752,"https://images-na.ssl-images-amazon.com/images/I/51ddcXBCmcS._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1450805752,,
957,"As the Crow Flies (DI Nick Dixon Crime, 1)",Damien Boyd,4.2,10154,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1477821031,1477821031,"https://images-na.ssl-images-amazon.com/images/I/41blgww1fkS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1477821031,,
958,Yellow Crocus,Laila Ibrahim,4.6,20041,"['Literature & Fiction', 'United States']",1477824758,1477824758,"https://images-na.ssl-images-amazon.com/images/I/511m-15-FBS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1477824758,,
959,"My Sister's Grave (Tracy Crosswhite, 1)",Robert Dugoni,4.5,26260,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1477825576,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51ZBb6o4maL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1477825576,,
960,"Carson Dellosa Bilingual Sight Words Flash Cards―Grades K-2, 100+ Sight Words in English and Spanish, Double-Sided Cards, Reading Readiness Skills for Ages 5+ (54 pc)","by Brighter Child (Compiler), Carson-Dellosa Publishing (Compiler)",4.8,15212,"[""Children's Books"", 'Education & Reference']",1483852806,1483852806,"https://images-na.ssl-images-amazon.com/images/I/41ceLh2diDL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1483852806,,
961,What to Expect When You're Expecting 5th Edition,by Heidi E Murkoff (Author),4.8,25304,"['Health, Fitness & Dieting', ""Women's Health""]",1471147525,1471147525,"https://images-na.ssl-images-amazon.com/images/I/51MOHmA0ejL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1471147525,,
962,Too Much and Never Enough,by Trump Mary L. (Author),4.6,100137,"['Biographies & Memoirs', 'Historical']",1471190161,1471190161,"https://images-na.ssl-images-amazon.com/images/I/41DuE-TiMrS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1471190161,,
963,Noble Beginnings: A Jack Noble Novel,L.T. Ryan,4.1,10510,"['Literature & Fiction', 'Action & Adventure']",1484009290,1484009290,"https://images-na.ssl-images-amazon.com/images/I/514YfpqEvKL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1484009290,,
964,The Tattooist of Auschwitz: Young Adult edition - including new foreword and Q+A by the author: the heart-breaking and unforgettable international bestseller,Heather Morris,4.7,46174,"['Literature & Fiction', 'Genre Fiction']",1471408493,1471408493,"https://images-na.ssl-images-amazon.com/images/I/51JyuQDaeKL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1471408493,,
965,"Marvel Encyclopedia, New Edition",Stephen WiacekDKStan Lee,4.9,11017,"['Comics & Graphic Novels', 'Graphic Novels']",1465478906,1465478906,"https://images-na.ssl-images-amazon.com/images/I/61+tBpkhJRL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1465478906,,
966,The Letter,Kathryn Hughes,4.5,13042,"['Literature & Fiction', 'Genre Fiction']",1472229959,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51vyu4WUmcS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1472229959,,
967,American Dirt: The Richard and Judy Book Club pick,Jeanine Cummins,4.5,17822,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1472261402,1472261402,"https://images-na.ssl-images-amazon.com/images/I/51mDKq5wLwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1472261402,,
968,Hamilton: The Revolution,Lin-Manuel MirandaJeremy McCarter,4.9,11826,"['Arts & Photography', 'Performing Arts']",1478913649,1478913649,"https://images-na.ssl-images-amazon.com/images/I/519V+msUN3L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1478913649,,
969,Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,4.7,48136,"['Arts & Photography', 'Performing Arts']",1472290690,1472290690,"https://images-na.ssl-images-amazon.com/images/I/417P-6EL3NL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1472290690,,
970,How to Catch a Mermaid,Adam WallaceAndy Elkerton,4.8,23871,"[""Children's Books"", 'Literature & Fiction']",149266247X,149266247X,"https://images-na.ssl-images-amazon.com/images/I/61ZUGka8uNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/149266247X,,
971,Sold on a Monday: A Novel,Kristina McMorris,4.4,22747,"['Literature & Fiction', 'Genre Fiction']",1492663999,1492663999,"https://images-na.ssl-images-amazon.com/images/I/41SZdcUw+pL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1492663999,,
972,How to Catch a Unicorn,Adam WallaceAndy Elkerton,4.8,27293,"[""Children's Books"", 'Animals']",1492669733,1492669733,"https://images-na.ssl-images-amazon.com/images/I/51YnKgQocxL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1492669733,,
973,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,by America's Test Kitchen Kids (Author),4.8,16156,"[""Children's Books"", 'Growing Up & Facts of Life']",1492670022,1492670022,"https://images-na.ssl-images-amazon.com/images/I/61wS6clUbVL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1492670022,,
974,The Book Woman of Troublesome Creek: A Novel,Kim Michele Richardson,4.6,26714,"['Literature & Fiction', 'Genre Fiction']",1492671525,1492671525,"https://images-na.ssl-images-amazon.com/images/I/5162AK8DWLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1492671525,,
975,The Book Woman of Troublesome Creek: A Novel,Kim Michele Richardson,4.6,26714,"['Literature & Fiction', 'Genre Fiction']",1492691631,1492691631,"https://images-na.ssl-images-amazon.com/images/I/5162AK8DWLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1492691631,,
976,The Picture of Dorian Gray,Oscar Wilde,4.5,10147,"['LGBTQ+ Books', 'Literature & Fiction']",1451505264,1451505264,,https://www.amazon.com/dp/1451505264,,
977,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians),Rick Riordan,4.9,27312,"[""Children's Books"", 'Fairy Tales, Folk Tales & Myths']",1484707230,1484707230,"https://images-na.ssl-images-amazon.com/images/I/41d3Xl4fSFS._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1484707230,,
978,"The Tower of Nero (Trials of Apollo, The Book Five) (Trials of Apollo, 5)",Rick Riordan,4.9,13292,"[""Children's Books"", 'Fairy Tales, Folk Tales & Myths']",1484746457,1484746457,"https://images-na.ssl-images-amazon.com/images/I/51tN101qBUL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1484746457,,
979,Gravity Falls: Journal 3,Alex HirschRob Renzetti,4.8,16076,"[""Children's Books"", 'Action & Adventure']",1484746694,1484746694,"https://images-na.ssl-images-amazon.com/images/I/51FnRC2k1hL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1484746694,,
980,The Modern Witch Tarot Deck (Modern Tarot Library),Lisa Sterle,4.9,16033,"['Religion & Spirituality', 'New Age & Spirituality']",1454938684,1454938684,"https://images-na.ssl-images-amazon.com/images/I/51YROZjUkaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1454938684,,
981,Ordinary Grace,William Kent Krueger,4.6,14407,"['Literature & Fiction', 'Genre Fiction']",1451645856,1451645856,"https://images-na.ssl-images-amazon.com/images/I/41xwXiGIWgL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1451645856,,
982,Steve Jobs: The Exclusive Biography,Walter Isaacson,4.7,10384,"['Biographies & Memoirs', 'Professionals & Academics']",1451648537,1451648537,"https://images-na.ssl-images-amazon.com/images/I/41dKkez-1rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1451648537,,
983,The Longest Ride,Nicholas Sparks,4.7,12485,"['Literature & Fiction', 'Genre Fiction']",1455520632,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/510Vvy8yHhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1455520632,,
984,Fahrenheit 451,Ray Bradbury,4.6,24966,"['Politics & Social Sciences', 'Politics & Government']",1451673310,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/41qI9quGIdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1451673310,,
985,"The Wrong Side of Goodbye (A Harry Bosch Novel, 19)",Michael Connelly,4.7,11478,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1455524204,1455524204,"https://images-na.ssl-images-amazon.com/images/I/51LEUf2BQLL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1455524204,,
986,Hamilton: The Revolution,Lin-Manuel MirandaJeremy McCarter,4.9,11826,"['Arts & Photography', 'Performing Arts']",1455539740,1455539740,"https://images-na.ssl-images-amazon.com/images/I/41CCiE1aWuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1455539740,,
987,"The Black Book (A Black Book Thriller, 1)",James PattersonDavid Ellis,4.6,11275,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1455542679,1455542679,"https://images-na.ssl-images-amazon.com/images/I/51cnxRfFziS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1455542679,,
988,"Memory Man (Memory Man Series, 1)",David Baldacci,4.5,19315,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1455559806,1455559806,"https://images-na.ssl-images-amazon.com/images/I/41NE-i7MHDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1455559806,,
989,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,by Eben Alexander III (Author),4.4,15898,"['Medical Books', 'Medicine']",1451695187,1451695187,"https://images-na.ssl-images-amazon.com/images/I/31cSJ0XnzoS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1451695187,,
990,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,by Eben Alexander (Author),4.4,15898,"['Medical Books', 'Medicine']",1451695195,1451695195,"https://images-na.ssl-images-amazon.com/images/I/41dl09uQoIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1451695195,,
991,The Perks of Being a Wallflower,Stephen Chbosky,4.7,19215,"['Politics & Social Sciences', 'Politics & Government']",1451696191,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/41CiEb1Qx2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1451696191,,
992,Pachinko (National Book Award Finalist),Min Jin Lee,4.6,16905,"['Literature & Fiction', 'Genre Fiction']",1455563927,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51mulp7HJ+L._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1455563927,,
993,The Shack,by Wm. Paul Young (Author),4.7,22171,"['Christian Books & Bibles', 'Literature & Fiction']",1455568295,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/51-9kowGqtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1455568295,,
994,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,by Admiral William H. McRaven (Author),4.7,23808,"['Self-Help', 'Happiness']",1455570249,1455570249,"https://images-na.ssl-images-amazon.com/images/I/41rFCQxh5TL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1455570249,,
995,10-Day Green Smoothie Cleanse,JJ Smith,4.7,30000,"['Health, Fitness & Dieting', 'Diets & Weight Loss']",1501100106,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/416vbX-LgqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1501100106,,
996,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,4.6,10449,"['Business & Money', 'Job Hunting & Careers']",1455586692,1455586692,"https://images-na.ssl-images-amazon.com/images/I/41W+SUER72L._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1455586692,,
997,November 9: A Novel,Colleen Hoover,4.7,10261,"['Literature & Fiction', ""Women's Fiction""]",1501110349,1501110349,"https://images-na.ssl-images-amazon.com/images/I/41DFHHG+rcL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1501110349,,
998,It Ends with Us: A Novel,Colleen Hoover,4.7,45404,"['Literature & Fiction', ""Women's Fiction""]",1501110365,1501110365,"https://images-na.ssl-images-amazon.com/images/I/51irsfz72HL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1501110365,,
999,Grit: The Power of Passion and Perseverance,Angela Duckworth,4.6,10042,"['Health, Fitness & Dieting', 'Psychology & Counseling']",1501111108,1501111108,"https://images-na.ssl-images-amazon.com/images/I/51r1FcTxyhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1501111108,,
1000,"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)",Sherri Duskey RinkerTom Lichtenheld,4.9,16563,"[""Children's Books"", 'Growing Up & Facts of Life']",1452111731,1452111731,"https://images-na.ssl-images-amazon.com/images/I/61lJ27S8XuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1452111731,,
1001,City of Bones (1) (The Mortal Instruments),Cassandra Clare,4.5,10449,"['Teen & Young Adult', 'Science Fiction & Fantasy']",1481455923,1481455923,"https://images-na.ssl-images-amazon.com/images/I/512qJxcvPzL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1481455923,,
1002,Grit: The Power of Passion and Perseverance,Angela Duckworth,4.6,10042,"['Health, Fitness & Dieting', 'Psychology & Counseling']",1501111116,1501111116,"https://images-na.ssl-images-amazon.com/images/I/41u6Gt5MRsL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1501111116,,
1003,Hatchet: 30th Anniversary Edition,Gary Paulsen,4.7,16012,"[""Children's Books"", 'Growing Up & Facts of Life']",1481486292,1481486292,"https://images-na.ssl-images-amazon.com/images/I/61DA6i+VaeL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1481486292,,
1004,Steve Jobs,Walter Isaacson,4.7,10384,"['Biographies & Memoirs', 'Professionals & Academics']",1501127624,9780000000000,"https://images-na.ssl-images-amazon.com/images/I/41v+F6t0QkL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1501127624,,
1005,The Unhoneymooners,Christina Lauren,4.5,15472,"['Literature & Fiction', ""Women's Fiction""]",1501128035,1501128035,"https://images-na.ssl-images-amazon.com/images/I/51zXWBd+5sL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1501128035,,
1006,The Choice: Embrace the Possible,by Dr. Edith Eva Eger (Author),4.8,13293,"['History', 'World']",1501130781,1501130781,"https://images-na.ssl-images-amazon.com/images/I/41OYPmbG8eL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1501130781,,
1007,The Choice: Embrace the Possible,by Dr. Edith Eva Eger (Author),4.8,13293,"['History', 'World']",150113079X,150113079X,"https://images-na.ssl-images-amazon.com/images/I/41+T7g8hPrL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/150113079X,,
1008,The Woman in Cabin 10,Ruth Ware,4.2,11104,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",1501132954,1501132954,"https://images-na.ssl-images-amazon.com/images/I/51Kmm7LgLML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1501132954,,
